V1,V2,Gene1,Gene2
Q9NQ50,Q9P015,MRPL40,MRPL15
B7Z1F5,O00264,CYP2C8,PGRMC1
A4D105,O00264,RPA3,PGRMC1
O43172,O43395,PRPF4,PRPF3
A0A024R1K7,P23258,YWHAH,TUBG1
Q14689,Q6NYC1,DIP2A,JMJD6
Q8TBC4,Q9BWD1,UBA3,ACAT2
Q6NYC1,Q6ZMK1,JMJD6,CYHR1
P21281,P36543,ATP6V1B2,ATP6V1E1
P49406,Q9P015,MRPL19,MRPL15
Q14011,Q96FF1,CIRBP,ATXN1
O43172,Q9UGL1,PRPF4,KDM5B
Q14204,Q9BUV8,DYNC1H1,C20orf24
P46821,Q9NT62,MAP1B,ATG3
P46821,Q8WWW0,MAP1B,RASSF5
A0MZ66,P05413,SHTN1,FABP3
Q9NQC3,Q9Y5P4,RTN4,COL4A3BP
P05067,P36543,APP,ATP6V1E1
P36543,Q9NQW7,ATP6V1E1,XPNPEP1
Q6ZNE5,Q8IYI6,ATG14,EXOC8
A0A024R8W0,Q13151,DDX48,HNRNPA0
A0A024R8W0,P46821,DDX48,MAP1B
O43439,P17542,CBFA2T2,TAL1
P11387,P17542,TOP1,TAL1
A0A024R8Y7,P08133,C1orf156,ANXA6
P00492,P08133,HPRT1,ANXA6
O60934,P23258,NBN,TUBG1
P28360,Q04725,MSX1,TLE2
P09936,Q9HBL8,UCHL1,NMRAL1
P63167,Q00005,DYNLL1,PPP2R2B
A0A024R244,P23258,SYK,TUBG1
O75489,P03923,NDUFS3,MT-ND6
O75489,O95139,NDUFS3,NDUFB6
O75489,Q99497,NDUFS3,PARK7
O00217,O75489,NDUFS8,NDUFS3
O75489,P09001,NDUFS3,MRPL3
O75489,P49821,NDUFS3,NDUFV1
O75489,Q9Y512,NDUFS3,SAMM50
J3KPF3,O75489,SLC3A2,NDUFS3
O75489,Q15526,NDUFS3,SURF1
O75489,Q13418,NDUFS3,ILK
A0A024R2H1,P17542,SATB1,TAL1
Q96IZ0,Q9NVV9,PAWR,THAP1
P09936,P18825,UCHL1,ADRA2C
P11387,Q00005,TOP1,PPP2R2B
Q5SSJ5,Q8IY81,HP1BP3,FTSJ3
Q6NYC1,Q8NAV1,JMJD6,PRPF38A
P05413,P53350,FABP3,PLK1
P47897,P82650,QARS,MRPS22
Q6NYC1,Q9P1Y6,JMJD6,PHRF1
P28749,Q92769,RBL1,HDAC2
P05413,P0CG48,FABP3,UBC
O60885,Q6NYC1,BRD4,JMJD6
O00268,Q9HBM6,TAF4,TAF9B
B0YJA4,P36543,THY1,ATP6V1E1
P08133,P20936,ANXA6,RASA1
P31040,Q9NRD1,SDHA,FBXO6
O00268,Q9NRD1,TAF4,FBXO6
P51808,Q14204,DYNLT3,DYNC1H1
O43172,Q15020,PRPF4,SART3
Q6NYC1,Q7L4I2,JMJD6,RSRC2
O95831,P16104,AIFM1,H2AFX
O95379,Q9NY33,TNFAIP8,DPP3
O75436,Q6NYC1,VPS26A,JMJD6
P08133,Q93034,ANXA6,CUL5
P17542,Q99081,TAL1,TCF12
A0A024RBE5,Q6NZ67,NEDD1,MZT2B
P27348,Q14204,YWHAQ,DYNC1H1
Q7Z434,Q96FW1,MAVS,OTUB1
P46821,Q99497,MAP1B,PARK7
P36543,Q96KR1,ATP6V1E1,ZFR
O95831,Q8WV28,AIFM1,BLNK
A0A024R475,O95831,CUL3,AIFM1
P00352,Q9NUX5,ALDH1A1,POT1
P00352,Q15843,ALDH1A1,NEDD8
A0A024R3Z2,P00352,SUMO1,ALDH1A1
P17542,Q9Y4A5,TAL1,TRRAP
P08047,P17542,SP1,TAL1
P17542,P23769,TAL1,GATA2
P17542,Q9UPN9,TAL1,TRIM33
P17542,X6REB3,TAL1,TCF3
B3KWV4,P17542,CHD3,TAL1
P00352,P0CG48,ALDH1A1,UBC
O75365,O95831,PTP4A3,AIFM1
P15884,P17542,TCF4,TAL1
Q6NYC1,Q9UH65,JMJD6,SWAP70
O95831,Q96HA7,AIFM1,TONSL
A0A024RDM3,Q96C92,LATS2,SDCCAG3
A0A024RDM3,Q16635,LATS2,TAZ
E9PJK2,P46821,EED,MAP1B
P55212,Q15750,CASP6,TAB1
P23258,Q71U36,TUBG1,TUBA1A
B2R4P9,Q96IZ0,H3F3B,PAWR
A0A024R4E2,Q7Z2W4,TARDBP,ZC3HAV1
P43034,Q14204,PAFAH1B1,DYNC1H1
P13612,P31948,ITGA4,STIP1
P13612,Q5SSJ5,ITGA4,HP1BP3
O75489,P13612,NDUFS3,ITGA4
Q6P1L8,Q9P015,MRPL14,MRPL15
O00264,P31943,PGRMC1,HNRNPH1
O00264,Q96BA7,PGRMC1,HNRNPU
O00264,Q14318,PGRMC1,FKBP8
O00264,P51572,PGRMC1,BCAP31
A2VCK8,P13196,TMSB4X,ALAS1
P13196,Q86VL0,ALAS1,TCEA2
P13196,Q2YDC4,ALAS1,WIPF1
P46821,Q9UQL6,MAP1B,HDAC5
P13639,Q13151,EEF2,HNRNPA0
P62191,Q6NYC1,PSMC1,JMJD6
A0A024R2B3,Q9NQC3,BCL2,RTN4
O75489,Q16795,NDUFS3,NDUFA9
P42677,Q13151,RPS27,HNRNPA0
P23258,P50991,TUBG1,CCT4
P36543,Q93050,ATP6V1E1,ATP6V0A1
P36543,Q16864,ATP6V1E1,ATP6V1F
P36543,Q8TAD4,ATP6V1E1,SLC30A5
P55795,Q14011,HNRNPH2,CIRBP
P08174,P36543,CD55,ATP6V1E1
Q13596,Q9NQC3,SNX1,RTN4
F5GXF0,Q9NQC3,NR4A1,RTN4
P13196,Q00535,ALAS1,CDK5
B3KWV4,P55212,CHD3,CASP6
A0A090N7U0,Q14011,CUL1,CIRBP
A0A090N7U0,Q13151,CUL1,HNRNPA0
A0A090N7U0,O95831,CUL1,AIFM1
Q59EK9,Q9P015,RUNDC3A,MRPL15
P11387,P28749,TOP1,RBL1
O00159,P27694,MYO1C,RPA1
O00264,P27694,PGRMC1,RPA1
Q7Z434,Q96J02,MAVS,ITCH
A0A024R001,O75489,TMEM14C,NDUFS3
A0A024R475,O75489,CUL3,NDUFS3
O75251,O75489,NDUFS7,NDUFS3
A0A024R745,O75489,NDUFA5,NDUFS3
A4D1U3,O75489,SSBP1,NDUFS3
O75489,P31040,NDUFS3,SDHA
Q6NZ67,Q96SN8,MZT2B,CDK5RAP2
O75489,P19320,NDUFS3,VCAM1
O95831,Q9NRD1,AIFM1,FBXO6
P23258,Q9NRD1,TUBG1,FBXO6
Q92752,Q96HA8,TNR,WDYHV1
P13612,Q13151,ITGA4,HNRNPA0
P62263,Q5SSJ5,RPS14,HP1BP3
O75381,Q9BUF5,PEX14,TUBB6
Q13151,Q8IXM3,HNRNPA0,MRPL41
A0A024RDB4,Q13151,HNRPD,HNRNPA0
O14737,P23258,PDCD5,TUBG1
A0A024R475,Q14204,CUL3,DYNC1H1
H6UYS5,Q14204,SNCA,DYNC1H1
Q13344,Q14204,FUS,DYNC1H1
A0A024R542,Q14204,TNKS1BP1,DYNC1H1
O15205,Q14204,UBD,DYNC1H1
Q02952,Q14204,AKAP12,DYNC1H1
Q14204,Q60FE5,DYNC1H1,FLNA
Q14204,Q8WUY3,DYNC1H1,PRUNE2
Q14204,Q9UBQ5,DYNC1H1,EIF3K
O15355,Q6NYC1,PPM1G,JMJD6
P62847,Q14204,RPS24,DYNC1H1
Q14204,Q99496,DYNC1H1,RNF2
P35226,Q14204,BMI1,DYNC1H1
A0A024RDV8,Q14204,TSC22D1,DYNC1H1
P22392,Q14204,NME2,DYNC1H1
Q14203,Q14204,DCTN1,DYNC1H1
Q14204,Q29RX4,DYNC1H1,EPB41
P42285,Q00005,MTREX,PPP2R2B
C4P096,Q14204,DISC1,DYNC1H1
P05060,Q16635,CHGB,TAZ
O60260,O75489,PRKN,NDUFS3
O75381,P68366,PEX14,TUBA4A
P55212,Q14790,CASP6,CASP8
B2R6F3,Q13151,SFRS3,HNRNPA0
B2R6F3,O00264,SFRS3,PGRMC1
O43172,Q7L2J0,PRPF4,MEPCE
Q13151,Q7L2J0,HNRNPA0,MEPCE
A0A024R9W5,O75489,HUWE1,NDUFS3
P17948,P98077,FLT1,SHC2
O75489,P00533,NDUFS3,EGFR
Q9NYK5,Q9P015,MRPL39,MRPL15
Q53S58,Q9P015,TMEM177,MRPL15
A0A024R6C9,Q9P015,DLST,MRPL15
Q14318,Q9P015,FKBP8,MRPL15
Q7KZN9,Q9P015,COX15,MRPL15
A0A024R294,Q00005,C18orf24,PPP2R2B
O95273,Q9P015,CCNDBP1,MRPL15
P46934,Q9UGH3,NEDD4,SLC23A2
O95831,Q93034,AIFM1,CUL5
P0CG48,Q6NZ67,UBC,MZT2B
P0CG48,P57060,UBC,RWDD2B
A0A024R2U9,Q6NYC1,APEH,JMJD6
B4DT49,P08133,CD4,ANXA6
P08133,P40692,ANXA6,MLH1
P28749,P62318,RBL1,SNRPD3
O14561,P0CG48,NDUFAB1,UBC
P0CG48,Q6ZNE5,UBC,ATG14
O95816,Q00005,BAG2,PPP2R2B
P13196,P40337,ALAS1,VHL
P0CG48,Q8N4N3,UBC,KLHL36
P14923,Q9NSE4,JUP,IARS2
P05067,Q9NSE4,APP,IARS2
P11586,Q9NSE4,MTHFD1,IARS2
P49411,Q9NSE4,TUFM,IARS2
F4ZW62,Q9NSE4,ILF2,IARS2
B4DF66,Q9NSE4,MATR3,IARS2
A0A024RC42,Q9NSE4,CDH2,IARS2
A0A024RD80,Q9NSE4,HSP90AB1,IARS2
P07900,Q9NSE4,HSP90AA1,IARS2
P0CG48,Q9BRR3,UBC,TMEM246
P61956,Q9NSE4,SUMO2,IARS2
P55854,Q9NSE4,SUMO3,IARS2
P0CG48,Q9HAW0,UBC,BRF2
P0CG48,P15907,UBC,ST6GAL1
O14796,Q9UIB8,SH2D1B,CD84
P0CG48,Q96G21,UBC,IMP4
O95831,Q15773,AIFM1,MLF2
O15033,O43464,AREL1,HTRA2
O43172,O43660,PRPF4,PLRG1
P31040,Q5VT66,SDHA,MARCH1
Q5VT66,Q9P015,MARCH1,MRPL15
A2RUS0,P09936,ADRA2B,UCHL1
P07900,P09936,HSP90AA1,UCHL1
A0A024RB77,P09936,CDK2,UCHL1
P31948,P55017,STIP1,SLC12A3
P05067,P31948,APP,STIP1
P31948,P78318,STIP1,IGBP1
A0A024R0A8,P31948,AHCYL1,STIP1
P16949,P31948,STMN1,STIP1
P09936,Q9BYV2,UCHL1,TRIM54
P09936,Q9Y4E8,UCHL1,USP15
P17980,P31948,PSMC3,STIP1
P31948,Q15BH2,STIP1,KCNH2
P31948,P35228,STIP1,NOS2
A4D105,O00159,RPA3,MYO1C
P31948,Q96AZ1,STIP1,EEF1AKMT3
P09936,Q16531,UCHL1,DDB1
P09936,Q8N122,UCHL1,RPTOR
B7Z3D6,P09936,CDK1,UCHL1
P09936,Q00535,UCHL1,CDK5
O15347,Q9BWD1,HMGB3,ACAT2
O75460,P09936,ERN1,UCHL1
P15260,Q14765,IFNGR1,STAT4
P09936,Q49A88,UCHL1,CCDC14
P09936,Q04695,UCHL1,KRT17
A0A024R880,P17542,CDK9,TAL1
P04637,P09936,TP53,UCHL1
O43318,Q9C035,MAP3K7,TRIM5
Q13595,Q5SSJ5,TRA2A,HP1BP3
P62195,Q9C035,PSMC5,TRIM5
O75604,Q9C035,USP2,TRIM5
Q9C035,Q9Y4E8,TRIM5,USP15
O95837,Q6NYC1,GNA14,JMJD6
P23258,P62277,TUBG1,RPS13
Q14938,Q6NYC1,NFIX,JMJD6
P0CG48,Q9BTX3,UBC,TMEM208
P35269,Q14011,GTF2F1,CIRBP
Q7Z2W4,Q8TEE9,ZC3HAV1,SAP25
P31948,P61956,STIP1,SUMO2
Q14011,Q15843,CIRBP,NEDD8
P61086,Q9C035,UBE2K,TRIM5
P43686,Q9C035,PSMC4,TRIM5
O00264,P0CG48,PGRMC1,UBC
A0A024R3X4,P43351,HSPD1,RAD52
P43351,Q53HF2,RAD52,HSPA8
P43351,Q06830,RAD52,PRDX1
P43351,P62937,RAD52,PPIA
P43351,Q8N6T3,RAD52,ARFGAP1
O00268,O95402,TAF4,MED26
Q6NYC1,Q6ZNL6,JMJD6,FGD5
P23258,Q9BQE3,TUBG1,TUBA1C
P43351,Q9Y3C4,RAD52,TPRKB
A0A024R3Z2,P43351,SUMO1,RAD52
P0CG48,Q9BV79,UBC,MECR
P43351,Q06609,RAD52,RAD51
Q14011,Q99728,CIRBP,BARD1
Q6NYC1,Q6UXX9,JMJD6,RSPO2
Q08211,Q13151,DHX9,HNRNPA0
O43541,Q8N2W9,SMAD6,PIAS4
P11487,P23258,FGF3,TUBG1
Q14011,Q9NQC3,CIRBP,RTN4
A4D0W0,O43172,LSM8,PRPF4
P61026,Q9UHY7,RAB10,ENOPH1
P05067,Q14011,APP,CIRBP
Q6ZNE5,Q96F24,ATG14,NRBF2
P18669,Q546Y9,PGAM1,AID
Q6NYC1,Q9UK58,JMJD6,CCNL1
Q6NYC1,Q8IZU1,JMJD6,FAM9A
Q52MB2,Q96HA8,CCDC184,WDYHV1
A0A024RD88,P17948,KDR,FLT1
A0A024R4R3,Q14011,CNOT3,CIRBP
Q14011,Q6ZW49,CIRBP,PAXIP1
Q5SSJ5,Q6ZW49,HP1BP3,PAXIP1
P82650,Q99728,MRPS22,BARD1
Q9BRR3,Q9NY97,TMEM246,B3GNT2
P12270,Q14011,TPR,CIRBP
O15160,Q14011,POLR1C,CIRBP
O43172,P46783,PRPF4,RPS10
Q9NXV2,Q9Y4G8,KCTD5,RAPGEF2
P0CG48,Q96CS7,UBC,PLEKHB2
P08133,P20023,ANXA6,CR2
P18669,Q96NS5,PGAM1,ASB16
P34931,P35558,HSPA1L,PCK1
A0A024R8K8,P23258,HELZ,TUBG1
O15033,P0CG48,AREL1,UBC
P55212,Q92851,CASP6,CASP10
B7Z508,P08069,SLC23A3,IGF1R
P07900,P08069,HSP90AA1,IGF1R
P05067,P08069,APP,IGF1R
A0A024RE22,P08069,KCNIP3,IGF1R
P08069,Q99623,IGF1R,PHB2
P08069,P62913,IGF1R,RPL11
P04746,P08069,AMY2A,IGF1R
P46821,P78406,MAP1B,RAE1
C6KYL4,P08069,FFAR2,IGF1R
P08069,Q9NRD1,IGF1R,FBXO6
P08069,Q13429,IGF1R,IGF1
P08069,P29353,IGF1R,SHC1
J3KNB4,P08069,CAMP,IGF1R
P08069,P46934,IGF1R,NEDD4
P08069,Q00987,IGF1R,MDM2
P08069,P61981,IGF1R,YWHAG
P08069,P49407,IGF1R,ARRB1
P23258,P48556,TUBG1,PSMD8
P54274,Q9BWD1,TERF1,ACAT2
A0A024R280,Q9BWD1,PSAT1,ACAT2
B9EKV4,Q9BWD1,ALDH9A1,ACAT2
P07954,Q9BWD1,FH,ACAT2
Q53G92,Q9BWD1,TUBB3,ACAT2
P05166,P61088,PCCB,UBE2N
O60260,P05166,PRKN,PCCB
A0A024R9W5,P05166,HUWE1,PCCB
O00264,Q86Y56,PGRMC1,DNAAF5
Q00005,Q96E09,PPP2R2B,FAM122A
Q00005,Q9NUC0,PPP2R2B,SERTAD4
P52737,Q00005,ZNF136,PPP2R2B
Q00005,Q8WWM7,PPP2R2B,ATXN2L
P18669,Q15843,PGAM1,NEDD8
P18669,P54105,PGAM1,CLNS1A
O95835,Q96C92,LATS1,SDCCAG3
O95835,Q16635,LATS1,TAZ
P01106,Q6NZ67,MYC,MZT2B
P01106,Q13023,MYC,AKAP6
A0A024R880,P31948,CDK9,STIP1
O75251,P19404,NDUFS7,NDUFV2
P19404,P49821,NDUFV2,NDUFV1
O95168,P19404,NDUFB4,NDUFV2
P19404,P56181,NDUFV2,NDUFV3
P19404,P31930,NDUFV2,UQCRC1
P19404,Q9Y639,NDUFV2,NPTN
P19404,Q6IQ50,NDUFV2,NOTCH2
P19404,Q59GL1,NDUFV2,SYNCRIP
P19404,Q6MZF9,NDUFV2,DKFZp686J11229
P19404,P31040,NDUFV2,SDHA
P19404,Q9UHG3,NDUFV2,PCYOX1
O15247,P0CG48,CLIC2,UBC
P28749,Q16659,RBL1,MAPK6
P08133,Q13126,ANXA6,MTAP
Q14204,Q8NG06,DYNC1H1,TRIM58
Q13617,Q14011,CUL2,CIRBP
P55212,Q16659,CASP6,MAPK6
O43172,Q6P2Q9,PRPF4,PRPF8
P36543,Q17R98,ATP6V1E1,ZNF827
P0CG48,P19404,UBC,NDUFV2
P35226,Q14011,BMI1,CIRBP
P31948,Q14207,STIP1,NPAT
A0A024RD12,P23258,ZFAND3,TUBG1
O43765,Q9BT88,SGTA,SYT11
P01106,P82650,MYC,MRPS22
P25791,P31948,LMO2,STIP1
P0CG48,Q9BT88,UBC,SYT11
P01106,Q14204,MYC,DYNC1H1
P14859,P31948,POU2F1,STIP1
P22392,P31948,NME2,STIP1
P01106,P13674,MYC,P4HA1
Q01844,Q9C035,EWSR1,TRIM5
P0CG48,Q02952,UBC,AKAP12
A0A024R2W3,Q14011,PRKAR2A,CIRBP
P41219,Q00005,PRPH,PPP2R2B
A0A024R2W3,Q13023,PRKAR2A,AKAP6
P49756,Q6NYC1,RBM25,JMJD6
P31948,Q53HF2,STIP1,HSPA8
O43172,Q96BA7,PRPF4,HNRNPU
Q02952,Q9BV73,AKAP12,CEP250
Q5SSJ5,Q9UL40,HP1BP3,ZNF346
A0A024R9J0,P20160,RAD21,AZU1
A0A024R7H1,Q00005,IER2,PPP2R2B
P0CG48,P28749,UBC,RBL1
Q96DV4,Q9P015,MRPL38,MRPL15
P57060,P78362,RWDD2B,SRPK2
P28749,P50402,RBL1,EMD
O00159,P50402,MYO1C,EMD
P0CG48,Q9BTT6,UBC,LRRC1
A0A024R2Q2,Q9UKA9,UBE2E2,PTBP2
Q15717,Q9UKA9,ELAVL1,PTBP2
Q99729,Q9UKA9,HNRNPAB,PTBP2
Q96PU8,Q9UKA9,QKI,PTBP2
O14561,Q9H7B4,NDUFAB1,SMYD3
Q9GZV4,Q9UKA9,EIF5A2,PTBP2
P0CG48,Q9NXV2,UBC,KCTD5
P0CG48,Q13467,UBC,FZD5
Q92945,Q9UKA9,KHSRP,PTBP2
Q5SSJ5,Q86VM9,HP1BP3,ZC3H18
Q13188,Q16635,STK3,TAZ
O95831,Q9BRX2,AIFM1,PELO
Q6FIE9,Q96HA8,TOLLIP,WDYHV1
P0CG48,Q7Z434,UBC,MAVS
Q16637,Q96HA8,SMN1; SMN2,WDYHV1
P0CG48,P17948,UBC,FLT1
Q14011,Q9UL15,CIRBP,BAG5
P0CG48,P51787,UBC,KCNQ1
P24864,P28749,CCNE1,RBL1
P0CG48,Q96ER9,UBC,CCDC51
P08133,P13797,ANXA6,PLS3
P36543,P67809,ATP6V1E1,YBX1
P67809,Q14204,YBX1,DYNC1H1
Q5SSJ5,Q9Y3C1,HP1BP3,NOP16
P31948,Q8IWD4,STIP1,CCDC117
P23258,P24864,TUBG1,CCNE1
A4D1V4,Q9P015,MRPL32,MRPL15
A0A024R2F9,P36543,TMEM43,ATP6V1E1
Q6NYC1,Q9NU02,JMJD6,ANKEF1
Q9H8Y8,Q9Y3Q3,GORASP2,TMED3
O95989,P13196,NUDT3,ALAS1
P05067,Q4G0X9,APP,CCDC40
P29320,P52798,EPHA3,EFNA4
A0A024R3Z2,O43172,SUMO1,PRPF4
Q14011,Q8TBB1,CIRBP,LNX1
P16389,Q9NQC3,KCNA2,RTN4
P09936,Q96RU2,UCHL1,USP28
P0CG48,P36543,UBC,ATP6V1E1
A0A024QZ62,Q7Z434,FLOT2,MAVS
P18669,Q9NRC8,PGAM1,SIRT7
A0A024QYV7,Q9NQC3,ARL6IP1,RTN4
O14656,Q14204,TOR1A,DYNC1H1
O43172,Q9H6E5,PRPF4,TUT1
P08069,Q9Y265,IGF1R,RUVBL1
Q86XP3,Q9Y265,DDX42,RUVBL1
P34931,Q9Y265,HSPA1L,RUVBL1
P46821,P49407,MAP1B,ARRB1
O00159,P49407,MYO1C,ARRB1
P19634,P49407,SLC9A1,ARRB1
A0A024R683,P36543,ATP6V1D,ATP6V1E1
Q14011,Q14444,CIRBP,CAPRIN1
P0CG48,P17542,UBC,TAL1
P31948,Q15773,STIP1,MLF2
P31948,Q7L3B6,STIP1,CDC37L1
P0CG48,P55212,UBC,CASP6
P19320,Q14204,VCAM1,DYNC1H1
Q02447,Q14527,SP3,HLTF
P0CG48,Q96AG3,UBC,SLC25A46
P00533,P31948,EGFR,STIP1
O15370,P19623,SOX12,SRM
P25788,P31948,PSMA3,STIP1
B3KUN1,Q00005,PPP2CA,PPP2R2B
P31948,Q96AP0,STIP1,ACD
P23258,P62851,TUBG1,RPS25
P09936,Q13114,UCHL1,TRAF3
P06748,Q9NXV2,NPM1,KCTD5
Q14161,Q9NXV2,GIT2,KCTD5
E5KQS5,Q9NQC3,SNX15,RTN4
A0M8W4,Q9C035,UBE2V2,TRIM5
Q14527,Q149N8,HLTF,SHPRH
Q4VCS5,Q96HA8,AMOT,WDYHV1
A0A024R7B7,Q6NZ67,CDC37,MZT2B
P48651,Q99496,PTDSS1,RNF2
A0A024R829,P08133,POLE3,ANXA6
P0CG48,Q9P015,UBC,MRPL15
P51665,Q9C035,PSMD7,TRIM5
P0CG48,Q9NQC3,UBC,RTN4
O95831,P34925,AIFM1,RYK
A0A024R730,P13674,CFTR,P4HA1
A0A024R730,O95831,CFTR,AIFM1
A0A024R730,Q00005,CFTR,PPP2R2B
Q53GS9,Q9C035,USP39,TRIM5
O95140,P0CG48,MFN2,UBC
P34925,Q14204,RYK,DYNC1H1
O60260,O95831,PRKN,AIFM1
O15123,Q02763,ANGPT2,TEK
Q86VP6,Q9P015,CAND1,MRPL15
P18669,P25788,PGAM1,PSMA3
P0CG48,P34931,UBC,HSPA1L
O95197,Q9NQC3,RTN3,RTN4
P68400,Q14011,CSNK2A1,CIRBP
A0A024QZY5,O43172,PRPF4B,PRPF4
Q14011,Q86VP6,CIRBP,CAND1
P0CG48,P13196,UBC,ALAS1
Q9P015,Q9UI09,MRPL15,NDUFA12
Q5SSJ5,Q9H9Z2,HP1BP3,LIN28A
A0A024R1Q8,P23258,RPL23,TUBG1
P34931,Q86VP6,HSPA1L,CAND1
O95831,Q86VP6,AIFM1,CAND1
P07900,P31948,HSP90AA1,STIP1
P0CG48,Q14204,UBC,DYNC1H1
P0CG48,Q9UEG4,UBC,ZNF629
P31948,Q02790,STIP1,FKBP4
P12814,P46821,ACTN1,MAP1B
Q13151,Q2L6I2,HNRNPA0,ABCF1
P18669,P49715,PGAM1,CEBPA
Q6NZ67,Q9UGJ1,MZT2B,TUBGCP4
A0A024R8R0,Q14204,SAP30BP,DYNC1H1
Q02952,Q13409,AKAP12,DYNC1I2
A0A024R475,Q14011,CUL3,CIRBP
Q14011,Q93034,CIRBP,CUL5
Q14011,Q15637,CIRBP,SF1
A0A024RBH7,Q14011,TMPO,CIRBP
Q07666,Q14011,KHDRBS1,CIRBP
P24390,Q13530,KDELR1,SERINC3
Q14011,Q99496,CIRBP,RNF2
Q5SSJ5,Q9BV73,HP1BP3,CEP250
P57678,Q9HAW0,GEMIN4,BRF2
P23258,Q9BV73,TUBG1,CEP250
Q7Z2W4,Q9BV73,ZC3HAV1,CEP250
O43172,Q9BV73,PRPF4,CEP250
P23258,Q02413,TUBG1,DSG1
Q96HA8,Q96PV4,WDYHV1,PNMA5
Q6NYC1,Q86VP6,JMJD6,CAND1
Q5W0B1,Q9HAW0,RNF219,BRF2
A0A024RB99,Q6NYC1,SHMT2,JMJD6
Q14527,Q53HF2,HLTF,HSPA8
Q13151,Q16659,HNRNPA0,MAPK6
O43541,Q16659,SMAD6,MAPK6
Q9C035,Q9NYJ8,TRIM5,TAB2
P23258,Q96JB5,TUBG1,CDK5RAP3
Q13490,Q96HA8,BIRC2,WDYHV1
O00268,Q8IZX4,TAF4,TAF1L
O95140,P61088,MFN2,UBE2N
O00268,P61956,TAF4,SUMO2
O00268,Q16695,TAF4,HIST3H3
O00268,O75486,TAF4,SUPT3H
O00268,Q03060,TAF4,CREM
O00268,P08047,TAF4,SP1
O00268,P62380,TAF4,TBPL1
O00268,P52655,TAF4,GTF2A1
O00268,P16220,TAF4,CREB1
E7EQR6,P23258,TCP1,TUBG1
E7EQR6,Q00005,TCP1,PPP2R2B
A0A024RBW2,P18669,ASB9,PGAM1
P07737,P43351,PFN1,RAD52
O43541,Q13617,SMAD6,CUL2
O43541,P36897,SMAD6,TGFBR1
O43541,Q13705,SMAD6,ACVR2B
B2R4C5,O43541,LYZ,SMAD6
B7Z2P9,O43541,NEDD4L,SMAD6
O43541,Q15796,SMAD6,SMAD2
A0A024R274,O43541,SMAD4,SMAD6
Q13263,Q14765,TRIM28,STAT4
P25685,P34932,DNAJB1,HSPA4
Q00005,Q13263,PPP2R2B,TRIM28
Q13233,Q9C035,MAP3K1,TRIM5
P28749,Q06278,RBL1,AOX1
A0A024R475,P25685,CUL3,DNAJB1
P10451,P25685,SPP1,DNAJB1
P25685,P54274,DNAJB1,TERF1
A0A024R475,Q14151,CUL3,SAFB2
A0A024R7W9,Q14151,COPS5,SAFB2
P25685,Q8WV24,DNAJB1,PHLDA1
Q13123,Q14151,IK,SAFB2
P25685,Q9BQ95,DNAJB1,ECSIT
B7Z1F5,P25685,CYP2C8,DNAJB1
P05067,P25685,APP,DNAJB1
Q14151,Q6ZRS2,SAFB2,SRCAP
P25685,P49810,DNAJB1,PSEN2
P01023,P25685,A2M,DNAJB1
P25685,Q6L8Q7,DNAJB1,PDE12
P46821,Q13043,MAP1B,STK4
Q13344,Q14151,FUS,SAFB2
P04637,P25685,TP53,DNAJB1
A0A024R3Z2,Q14151,SUMO1,SAFB2
P61457,Q9C035,PCBD1,TRIM5
P25685,Q15773,DNAJB1,MLF2
P25685,Q9Y266,DNAJB1,NUDC
A0A024R7B7,P25685,CDC37,DNAJB1
O95429,P25685,BAG4,DNAJB1
A0A024R9W5,P25685,HUWE1,DNAJB1
Q14151,Q15022,SAFB2,SUZ12
Q14151,Q15424,SAFB2,SAFB
P25685,Q01804,DNAJB1,OTUD4
P25685,Q2TAZ0,DNAJB1,ATG2A
P25685,Q9Y4R8,DNAJB1,TELO2
O15379,Q14151,HDAC3,SAFB2
P25685,Q02224,DNAJB1,CENPE
P36543,Q13488,ATP6V1E1,TCIRG1
O43172,Q86VP6,PRPF4,CAND1
Q14151,Q86VP6,SAFB2,CAND1
A0A087WW44,P25685,FANCC,DNAJB1
P25685,Q9NUX5,DNAJB1,POT1
P25685,Q53GL0,DNAJB1,PLEKHO1
B3KVH4,P25685,AKT1,DNAJB1
P01111,P25685,NRAS,DNAJB1
Q7Z434,Q9BYX4,MAVS,IFIH1
P0CG48,P25685,UBC,DNAJB1
P0CG48,Q14151,UBC,SAFB2
P61956,Q14151,SUMO2,SAFB2
Q9C035,Q9UPQ4,TRIM5,TRIM35
Q13114,Q7Z434,TRAF3,MAVS
Q02952,Q96CW5,AKAP12,TUBGCP3
P04637,Q02952,TP53,AKAP12
A0A024R328,Q14204,PRKCD,DYNC1H1
O43541,Q13145,SMAD6,BAMBI
Q5SSJ5,Q9Y3A4,HP1BP3,RRP7A
O95831,Q00987,AIFM1,MDM2
O43172,Q9UBC2,PRPF4,EPS15L1
O95831,Q13617,AIFM1,CUL2
O00264,Q00987,PGRMC1,MDM2
Q00169,Q15014,PITPNA,MORF4L2
Q13617,Q14204,CUL2,DYNC1H1
O43541,P52292,SMAD6,KPNA2
P11021,P23258,HSPA5,TUBG1
A0A024R475,Q7Z2W4,CUL3,ZC3HAV1
Q7LCB3,Q7Z2W4,ESR2,ZC3HAV1
A0A024R3Z2,Q7Z2W4,SUMO1,ZC3HAV1
P61956,Q7Z2W4,SUMO2,ZC3HAV1
