V1,V2,Gene1,Gene2
P52294,Q8IY92,KPNA1,SLX4
P52294,Q13547,KPNA1,HDAC1
E5KTA6,Q6UXD5,UNG,SEZ6L2
Q6NYC1,Q96IZ7,JMJD6,RSRC1
Q15628,Q9UNE0,TRADD,EDAR
P19320,Q5SRE5,VCAM1,NUP188
P62847,Q5SRE5,RPS24,NUP188
E9PJK2,Q5SRE5,EED,NUP188
O00487,O43396,PSMD14,TXNL1
A0A024R3C7,Q03393,ATM,PTS
Q03393,Q13535,PTS,ATR
P78527,Q03393,PRKDC,PTS
P09471,P49798,GNAO1,RGS4
P35606,P49798,COPB2,RGS4
P19174,Q8WV28,PLCG1,BLNK
P19174,P29590,PLCG1,PML
P13591,P19174,NCAM1,PLCG1
O43609,P19174,SPRY1,PLCG1
A0A024R333,P09936,TMEM113,UCHL1
P19174,P21860,PLCG1,ERBB3
O95831,Q16762,AIFM1,TST
P02511,P55212,CRYAB,CASP6
O14939,P19174,PLD2,PLCG1
P19174,P29353,PLCG1,SHC1
P19174,P20936,PLCG1,RASA1
P11362,P19174,FGFR1,PLCG1
P19174,Q86T64,PLCG1,DKFZp451F1115
A0A024R145,P36543,ALDOB,ATP6V1E1
P17948,P19174,FLT1,PLCG1
P19174,Q59FK4,PLCG1,ABL1
A0A024R230,P19174,NTRK2,PLCG1
O43157,P19174,PLXNB1,PLCG1
P28749,Q08379,RBL1,GOLGA2
P0CG48,Q96HP0,UBC,DOCK6
P28749,Q13627,RBL1,DYRK1A
A0A024RBT2,O15033,DIABLO,AREL1
Q96FI0,Q9UBS8,UBE2W,RNF14
O43541,Q96J02,SMAD6,ITCH
P17542,Q01196,TAL1,RUNX1
O43396,P35998,TXNL1,PSMC2
A0A024R0H6,P16403,PAF1,HIST1H1C
O95817,O95831,BAG3,AIFM1
Q9NRC8,Q9NSE4,SIRT7,IARS2
P31040,P55809,SDHA,OXCT1
O00159,O00422,MYO1C,SAP18
Q9NSE4,Q9UMR5,IARS2,PPT2
O43852,Q9NSE4,CALU,IARS2
P27348,Q9NSE4,YWHAQ,IARS2
Q15843,Q9NSE4,NEDD8,IARS2
A0A024R3Z2,Q9NSE4,SUMO1,IARS2
Q9NSE4,Q9UBD0,IARS2,HSFX2
P98177,Q13526,FOXO4,PIN1
P55081,Q6NYC1,MFAP1,JMJD6
P0CG48,Q9NSE4,UBC,IARS2
P35573,Q96GG9,AGL,DCUN1D1
P52294,Q12888,KPNA1,TP53BP1
A0A024R880,Q13151,CDK9,HNRNPA0
O43172,O75554,PRPF4,WBP4
A0A087WW00,O15033,UBE2D1,AREL1
A0A087WW00,Q9UBS8,UBE2D1,RNF14
A0A087WW00,Q9C035,UBE2D1,TRIM5
O00159,O60264,MYO1C,SMARCA5
P50991,Q00005,CCT4,PPP2R2B
O43396,P48643,TXNL1,CCT5
Q8TBB1,Q96MS0,LNX1,ROBO3
O95379,Q8NBF2,TNFAIP8,NHLRC2
Q96IZ0,Q9UNH7,PAWR,SNX6
O15355,Q96IZ0,PPM1G,PAWR
P42224,Q96IZ0,STAT1,PAWR
Q00005,Q99832,PPP2R2B,CCT7
P31040,Q02127,SDHA,DHODH
Q96T76,Q99956,MMS19,DUSP9
Q9BQ24,Q9NQC3,ZFYVE21,RTN4
Q15759,Q99956,MAPK11,DUSP9
O00159,O15205,MYO1C,UBD
O00159,Q504Q3,MYO1C,PAN2
A8K2I7,O00159,GIPC1,MYO1C
G5EA09,O95379,SDCBP,TNFAIP8
P35270,Q96EL3,SPR,MRPL53
P04818,P36543,TYMS,ATP6V1E1
P04818,P18669,TYMS,PGAM1
P13196,Q8TD31,ALAS1,CCHCR1
P13196,Q9H788,ALAS1,SH2D4A
A0A090N7U0,P82251,CUL1,SLC7A9
A0A090N7U0,P82650,CUL1,MRPS22
A0A090N7U0,P35573,CUL1,AGL
A0A090N7U0,P52294,CUL1,KPNA1
A0A090N7U0,P16403,CUL1,HIST1H1C
A0A090N7U0,Q5SSJ5,CUL1,HP1BP3
P27694,Q14527,RPA1,HLTF
P27694,Q13151,RPA1,HNRNPA0
P27694,Q9NQC3,RPA1,RTN4
P49798,Q9UBS5,RGS4,GABBR1
A4D1F7,P49798,CCM1,RGS4
P21860,P49798,ERBB3,RGS4
B3KX51,P49798,GNAI2,RGS4
P13196,P61224,ALAS1,RAP1B
P13196,P61956,ALAS1,SUMO2
L7RT18,P35270,CRK,SPR
Q96FQ6,Q9NQC3,S100A16,RTN4
P28360,Q9UNL4,MSX1,ING4
O95670,P36543,ATP6V1G2,ATP6V1E1
O14503,Q96CS7,BHLHE40,PLEKHB2
P16403,Q9Y6K5,HIST1H1C,OAS3
Q7Z434,Q9Y6K5,MAVS,OAS3
O94817,P46821,ATG12,MAP1B
A0A024RDV9,Q14204,SPG20,DYNC1H1
A0A024RDV9,O95831,SPG20,AIFM1
P68363,Q9Y4B5,TUBA1B,MTCL1
P46821,Q9NX47,MAP1B,MARCH5
A0A024R8I7,Q9UGH3,AGPAT2,SLC23A2
Q15046,Q6NYC1,KARS,JMJD6
Q7Z434,Q9NX47,MAVS,MARCH5
P32121,P68366,ARRB2,TUBA4A
A0A024R7W9,P68366,COPS5,TUBA4A
P68366,Q13617,TUBA4A,CUL2
P68366,Q7L5N1,TUBA4A,COPS6
P27708,P68366,CAD,TUBA4A
P68366,Q99460,TUBA4A,PSMD1
P30876,P68366,POLR2B,TUBA4A
A0A024R1N1,P68366,MYH9,TUBA4A
P00558,P68366,PGK1,TUBA4A
P68366,Q969P0,TUBA4A,IGSF8
A0A024RCB7,P68366,CD81,TUBA4A
P68366,Q06187,TUBA4A,BTK
P68366,Q9BSJ2,TUBA4A,TUBGCP2
P23258,P68366,TUBG1,TUBA4A
O60260,P68366,PRKN,TUBA4A
P68366,Q16881,TUBA4A,TXNRD1
A8K5I0,P68366,HSPA1B,TUBA4A
P68366,Q13885,TUBA4A,TUBB2A
P68366,Q08257,TUBA4A,CRYZ
P04637,P68366,TP53,TUBA4A
A0A024R9Y7,P68366,MAGED2,TUBA4A
P27694,P68366,RPA1,TUBA4A
P68366,Q00987,TUBA4A,MDM2
P68366,Q8TAP6,TUBA4A,CEP76
A0A024R9P0,P68366,CEP27,TUBA4A
P68366,Q86XR8,TUBA4A,CEP57
P61764,P68366,STXBP1,TUBA4A
P0CG48,P68366,UBC,TUBA4A
P40337,P68366,VHL,TUBA4A
Q96IZ0,Q9H0W5,PAWR,CCDC8
P68366,P68371,TUBA4A,TUBB4B
A0A024R7C5,Q9P015,MRPL4,MRPL15
Q9P015,Q9Y3B7,MRPL15,MRPL11
P52815,Q9P015,MRPL12,MRPL15
Q02218,Q9P015,OGDH,MRPL15
A0A024R3R0,Q9P015,MRPL55,MRPL15
Q8WVM8,Q9P015,SCFD1,MRPL15
P00352,P35228,ALDH1A1,NOS2
P55212,Q7L5N1,CASP6,COPS6
A0A024QZA8,P28749,EPHA2,RBL1
Q13501,Q9C035,SQSTM1,TRIM5
P13612,Q14204,ITGA4,DYNC1H1
P13612,P31040,ITGA4,SDHA
P13612,Q5SRE5,ITGA4,NUP188
P13612,Q86XP3,ITGA4,DDX42
O95831,P57075,AIFM1,UBASH3A
O43172,Q9BUR4,PRPF4,WRAP53
Q96CS7,Q9Y6I3,PLEKHB2,EPN1
Q9GZP9,Q9NQC3,DERL2,RTN4
A0A024R475,O00264,CUL3,PGRMC1
Q9NY15,Q9UJY5,STAB1,GGA1
Q9NY15,Q9NZ52,STAB1,GGA3
Q9NQ50,Q9P015,MRPL40,MRPL15
B7Z1F5,O00264,CYP2C8,PGRMC1
O43913,Q9NY15,ORC5,STAB1
P35573,Q04760,AGL,GLO1
P00966,P35270,ASS1,SPR
A4D105,O00264,RPA3,PGRMC1
O43172,O43395,PRPF4,PRPF3
P51959,Q14934,CCNG1,NFATC4
F4ZW62,Q8WU10,ILF2,PYROXD1
Q5SRE5,Q9H8V3,NUP188,ECT2
P00966,P06730,ASS1,EIF4E
Q5SRE5,Q8NE63,NUP188,HIPK4
Q14689,Q6NYC1,DIP2A,JMJD6
Q8TBC4,Q9BWD1,UBA3,ACAT2
O75365,Q5SRE5,PTP4A3,NUP188
Q6NYC1,Q6ZMK1,JMJD6,CYHR1
O94855,P16403,SEC24D,HIST1H1C
P21281,P36543,ATP6V1B2,ATP6V1E1
P49406,Q9P015,MRPL19,MRPL15
Q14011,Q96FF1,CIRBP,ATXN1
O43172,Q9UGL1,PRPF4,KDM5B
A0A024R3X4,P06730,HSPD1,EIF4E
Q14204,Q9BUV8,DYNC1H1,C20orf24
P46821,Q9NT62,MAP1B,ATG3
P46821,Q8WWW0,MAP1B,RASSF5
A0MZ66,P05413,SHTN1,FABP3
Q9NQC3,Q9Y5P4,RTN4,COL4A3BP
P05067,P36543,APP,ATP6V1E1
P36543,Q9NQW7,ATP6V1E1,XPNPEP1
Q6ZNE5,Q8IYI6,ATG14,EXOC8
P06730,P43146,EIF4E,DCC
A0A024R8W0,Q13151,DDX48,HNRNPA0
A0A024R8W0,P46821,DDX48,MAP1B
O43439,P17542,CBFA2T2,TAL1
P11387,P17542,TOP1,TAL1
A0A024R8Y7,P08133,C1orf156,ANXA6
P00492,P08133,HPRT1,ANXA6
O15111,Q15628,CHUK,TRADD
P28360,Q04725,MSX1,TLE2
P09936,Q9HBL8,UCHL1,NMRAL1
P63167,Q00005,DYNLL1,PPP2R2B
A0A024R475,Q13015,CUL3,MLLT11
O75489,P03923,NDUFS3,MT-ND6
O75489,O95139,NDUFS3,NDUFB6
O75489,Q99497,NDUFS3,PARK7
O00217,O75489,NDUFS8,NDUFS3
O75489,P09001,NDUFS3,MRPL3
O75489,P49821,NDUFS3,NDUFV1
O75489,Q9Y512,NDUFS3,SAMM50
J3KPF3,O75489,SLC3A2,NDUFS3
O75489,Q15526,NDUFS3,SURF1
O75489,Q13418,NDUFS3,ILK
A0A024R2H1,P17542,SATB1,TAL1
Q96IZ0,Q9NVV9,PAWR,THAP1
P09936,P18825,UCHL1,ADRA2C
P11387,Q00005,TOP1,PPP2R2B
Q5SSJ5,Q8IY81,HP1BP3,FTSJ3
Q6NYC1,Q8NAV1,JMJD6,PRPF38A
P05413,P53350,FABP3,PLK1
P16403,P27348,HIST1H1C,YWHAQ
P47897,P82650,QARS,MRPS22
Q6NYC1,Q9P1Y6,JMJD6,PHRF1
P28749,Q92769,RBL1,HDAC2
P19174,Q9NRN7,PLCG1,AASDHPPT
P05413,P0CG48,FABP3,UBC
Q13015,Q9UKV8,MLLT11,AGO2
Q13015,Q69YX3,MLLT11,DKFZp434N1728
O60885,Q6NYC1,BRD4,JMJD6
O00268,Q9HBM6,TAF4,TAF9B
B0YJA4,P36543,THY1,ATP6V1E1
O15230,P00750,LAMA5,PLAT
P08133,P20936,ANXA6,RASA1
O14763,Q15628,TNFRSF10B,TRADD
O15230,Q9NRD1,LAMA5,FBXO6
P31040,Q9NRD1,SDHA,FBXO6
O00268,Q9NRD1,TAF4,FBXO6
O75469,Q14934,NR1I2,NFATC4
P19174,Q9P2D0,PLCG1,IBTK
P51808,Q14204,DYNLT3,DYNC1H1
O43172,Q15020,PRPF4,SART3
Q6NYC1,Q7L4I2,JMJD6,RSRC2
O95831,P16104,AIFM1,H2AFX
O95379,Q9NY33,TNFAIP8,DPP3
O75436,Q6NYC1,VPS26A,JMJD6
P08133,Q93034,ANXA6,CUL5
P68366,Q71U36,TUBA4A,TUBA1A
P17542,Q99081,TAL1,TCF12
O43396,Q9P0J7,TXNL1,KCMF1
P27348,P35270,YWHAQ,SPR
A0A024RBE5,Q6NZ67,NEDD1,MZT2B
P27348,Q14204,YWHAQ,DYNC1H1
Q7Z434,Q96FW1,MAVS,OTUB1
P46821,Q99497,MAP1B,PARK7
P36543,Q96KR1,ATP6V1E1,ZFR
O95831,Q8WV28,AIFM1,BLNK
A0A024R475,O95831,CUL3,AIFM1
P00352,Q9NUX5,ALDH1A1,POT1
P00352,Q15843,ALDH1A1,NEDD8
A0A024R3Z2,P00352,SUMO1,ALDH1A1
P17542,Q9Y4A5,TAL1,TRRAP
P08047,P17542,SP1,TAL1
P17542,P23769,TAL1,GATA2
P17542,Q9UPN9,TAL1,TRIM33
P17542,X6REB3,TAL1,TCF3
B3KWV4,P17542,CHD3,TAL1
P00352,P0CG48,ALDH1A1,UBC
O75365,O95831,PTP4A3,AIFM1
P15884,P17542,TCF4,TAL1
Q6NYC1,Q9UH65,JMJD6,SWAP70
O95831,Q96HA7,AIFM1,TONSL
P16403,Q96HA7,HIST1H1C,TONSL
A0A024RDM3,Q96C92,LATS2,SDCCAG3
A0A024RDM3,Q16635,LATS2,TAZ
E9PJK2,P46821,EED,MAP1B
P55212,Q15750,CASP6,TAB1
A8K7B7,Q15628,PPP2R1A,TRADD
B2R4P9,Q96IZ0,H3F3B,PAWR
A0A024R4E2,Q7Z2W4,TARDBP,ZC3HAV1
P43034,Q14204,PAFAH1B1,DYNC1H1
P13612,P16403,ITGA4,HIST1H1C
P13612,Q5SSJ5,ITGA4,HP1BP3
O75489,P13612,NDUFS3,ITGA4
O43396,Q13501,TXNL1,SQSTM1
Q6P1L8,Q9P015,MRPL14,MRPL15
O00264,P31943,PGRMC1,HNRNPH1
O00264,Q96BA7,PGRMC1,HNRNPU
O00264,Q14318,PGRMC1,FKBP8
O00264,P51572,PGRMC1,BCAP31
A2VCK8,P13196,TMSB4X,ALAS1
P13196,Q86VL0,ALAS1,TCEA2
P13196,Q2YDC4,ALAS1,WIPF1
O43396,P50991,TXNL1,CCT4
P46821,Q9UQL6,MAP1B,HDAC5
P49715,Q14934,CEBPA,NFATC4
P45984,Q14934,MAPK9,NFATC4
P13639,Q13151,EEF2,HNRNPA0
P62191,Q6NYC1,PSMC1,JMJD6
O43396,P62191,TXNL1,PSMC1
A0A024R2B3,Q9NQC3,BCL2,RTN4
O75489,Q16795,NDUFS3,NDUFA9
P42677,Q13151,RPS27,HNRNPA0
P06730,P29590,EIF4E,PML
P36543,Q93050,ATP6V1E1,ATP6V0A1
P36543,Q16864,ATP6V1E1,ATP6V1F
P36543,Q8TAD4,ATP6V1E1,SLC30A5
P55795,Q14011,HNRNPH2,CIRBP
P08174,P36543,CD55,ATP6V1E1
Q13596,Q9NQC3,SNX1,RTN4
F5GXF0,Q9NQC3,NR4A1,RTN4
P05067,P06730,APP,EIF4E
P13196,Q00535,ALAS1,CDK5
B3KWV4,P55212,CHD3,CASP6
A0A090N7U0,Q14011,CUL1,CIRBP
A0A090N7U0,Q13151,CUL1,HNRNPA0
A0A090N7U0,O95831,CUL1,AIFM1
Q59EK9,Q9P015,RUNDC3A,MRPL15
P11387,P28749,TOP1,RBL1
P35573,Q9BXB1,AGL,LGR4
O00159,P27694,MYO1C,RPA1
P27694,Q9NRW1,RPA1,RAB6B
O00264,P27694,PGRMC1,RPA1
Q7Z434,Q96J02,MAVS,ITCH
A0A024R001,O75489,TMEM14C,NDUFS3
P06730,P13612,EIF4E,ITGA4
A0A024R475,O75489,CUL3,NDUFS3
O75251,O75489,NDUFS7,NDUFS3
A0A024R745,O75489,NDUFA5,NDUFS3
A4D1U3,O75489,SSBP1,NDUFS3
O75489,P31040,NDUFS3,SDHA
Q6NZ67,Q96SN8,MZT2B,CDK5RAP2
O75489,P19320,NDUFS3,VCAM1
P45983,Q14934,MAPK8,NFATC4
O95831,Q9NRD1,AIFM1,FBXO6
A0A024R0A8,P35270,AHCYL1,SPR
Q92752,Q96HA8,TNR,WDYHV1
O43396,Q9UNM6,TXNL1,PSMD13
P13612,Q13151,ITGA4,HNRNPA0
P35270,P54727,SPR,RAD23B
P62263,Q5SSJ5,RPS14,HP1BP3
P68366,Q9BUF5,TUBA4A,TUBB6
Q13151,Q8IXM3,HNRNPA0,MRPL41
A0A024RDB4,Q13151,HNRPD,HNRNPA0
P15884,Q9UBS8,TCF4,RNF14
A0A024RBB6,Q99956,CDK4,DUSP9
Q16539,Q99956,MAPK14,DUSP9
P52294,Q9NX58,KPNA1,LYAR
A0A024R475,Q14204,CUL3,DYNC1H1
H6UYS5,Q14204,SNCA,DYNC1H1
Q13344,Q14204,FUS,DYNC1H1
O15355,P35270,PPM1G,SPR
A0A024R542,Q14204,TNKS1BP1,DYNC1H1
O15205,Q14204,UBD,DYNC1H1
Q02952,Q14204,AKAP12,DYNC1H1
Q14204,Q60FE5,DYNC1H1,FLNA
Q14204,Q8WUY3,DYNC1H1,PRUNE2
Q14204,Q9UBQ5,DYNC1H1,EIF3K
O15355,Q6NYC1,PPM1G,JMJD6
P62847,Q14204,RPS24,DYNC1H1
Q7Z569,Q9NP66,BRAP,HMG20A
P35611,Q9NP66,ADD1,HMG20A
Q14204,Q99496,DYNC1H1,RNF2
P35226,Q14204,BMI1,DYNC1H1
A0A024RDV8,Q14204,TSC22D1,DYNC1H1
P22392,Q14204,NME2,DYNC1H1
Q14203,Q14204,DCTN1,DYNC1H1
Q14204,Q29RX4,DYNC1H1,EPB41
P42285,Q00005,MTREX,PPP2R2B
C4P096,Q14204,DISC1,DYNC1H1
P05060,Q16635,CHGB,TAZ
O60260,O75489,PRKN,NDUFS3
P68366,Q93034,TUBA4A,CUL5
P49407,P68366,ARRB1,TUBA4A
P68366,Q13620,TUBA4A,CUL4B
A0A024R475,P68366,CUL3,TUBA4A
B2RBV7,P68366,-,TUBA4A
P68366,Q15843,TUBA4A,NEDD8
P68366,Q96GG9,TUBA4A,DCUN1D1
A0A090N7U0,P68366,CUL1,TUBA4A
O75381,P68366,PEX14,TUBA4A
P68366,Q53G92,TUBA4A,TUBB3
P43686,P68366,PSMC4,TUBA4A
P61956,P68366,SUMO2,TUBA4A
P60891,P68366,PRPS1,TUBA4A
P05362,P68366,ICAM1,TUBA4A
P48431,P68366,SOX2,TUBA4A
P11021,P68366,HSPA5,TUBA4A
P07437,P68366,TUBB,TUBA4A
P68366,Q96CS2,TUBA4A,HAUS1
A4D105,P68366,RPA3,TUBA4A
O95793,P68366,STAU1,TUBA4A
P68366,Q86U06,TUBA4A,RBM23
P63151,P68366,PPP2R2A,TUBA4A
P01106,P68366,MYC,TUBA4A
P55212,Q14790,CASP6,CASP8
B2R6F3,Q13151,SFRS3,HNRNPA0
B2R6F3,O00264,SFRS3,PGRMC1
O43172,Q7L2J0,PRPF4,MEPCE
Q13151,Q7L2J0,HNRNPA0,MEPCE
P52294,Q7L2J0,KPNA1,MEPCE
A0A024R9W5,O75489,HUWE1,NDUFS3
P17948,P98077,FLT1,SHC2
O75489,P00533,NDUFS3,EGFR
P52294,Q9NPH3,KPNA1,IL1RAP
P51149,Q15907,RAB7A,RAB11B
Q92769,Q9NP66,HDAC2,HMG20A
P52294,Q92769,KPNA1,HDAC2
Q9NYK5,Q9P015,MRPL39,MRPL15
Q53S58,Q9P015,TMEM177,MRPL15
A0A024R6C9,Q9P015,DLST,MRPL15
Q14318,Q9P015,FKBP8,MRPL15
Q7KZN9,Q9P015,COX15,MRPL15
A0A024R294,Q00005,C18orf24,PPP2R2B
O95273,Q9P015,CCNDBP1,MRPL15
P46934,Q9UGH3,NEDD4,SLC23A2
O95831,Q93034,AIFM1,CUL5
P0CG48,Q6NZ67,UBC,MZT2B
B4DQS5,P06730,TRIM22,EIF4E
Q9NY15,Q9UJY4,STAB1,GGA2
A0A024R2U9,Q6NYC1,APEH,JMJD6
B4DT49,P08133,CD4,ANXA6
P08133,P40692,ANXA6,MLH1
P28749,P62318,RBL1,SNRPD3
P25445,Q15628,FAS,TRADD
P0CG48,Q6ZNE5,UBC,ATG14
O95816,Q00005,BAG2,PPP2R2B
P13196,P40337,ALAS1,VHL
P0CG48,Q8N4N3,UBC,KLHL36
P14923,Q9NSE4,JUP,IARS2
P05067,Q9NSE4,APP,IARS2
P11586,Q9NSE4,MTHFD1,IARS2
P49411,Q9NSE4,TUFM,IARS2
F4ZW62,Q9NSE4,ILF2,IARS2
B4DF66,Q9NSE4,MATR3,IARS2
A0A024RC42,Q9NSE4,CDH2,IARS2
A0A024RD80,Q9NSE4,HSP90AB1,IARS2
P07900,Q9NSE4,HSP90AA1,IARS2
A4D105,Q9NRW1,RPA3,RAB6B
P0CG48,Q9BRR3,UBC,TMEM246
P61956,Q9NSE4,SUMO2,IARS2
P55854,Q9NSE4,SUMO3,IARS2
P0CG48,P15907,UBC,ST6GAL1
O14796,Q9UIB8,SH2D1B,CD84
P0CG48,Q96G21,UBC,IMP4
O95831,Q15773,AIFM1,MLF2
O15033,O43464,AREL1,HTRA2
Q8IUD2,Q9NRW1,ERC1,RAB6B
O43172,O43660,PRPF4,PLRG1
P31040,Q5VT66,SDHA,MARCH1
Q5VT66,Q9P015,MARCH1,MRPL15
A2RUS0,P09936,ADRA2B,UCHL1
P07900,P09936,HSP90AA1,UCHL1
A0A024RB77,P09936,CDK2,UCHL1
P09936,Q9BYV2,UCHL1,TRIM54
P09936,Q9Y4E8,UCHL1,USP15
A4D105,O00159,RPA3,MYO1C
P09936,Q16531,UCHL1,DDB1
P09936,Q8N122,UCHL1,RPTOR
B7Z3D6,P09936,CDK1,UCHL1
P09936,Q00535,UCHL1,CDK5
O75815,P26639,BCAR3,TARS
O15347,Q9BWD1,HMGB3,ACAT2
O95757,Q5SRE5,HSPA4L,NUP188
O75460,P09936,ERN1,UCHL1
P15260,Q14765,IFNGR1,STAT4
P09936,Q49A88,UCHL1,CCDC14
P09936,Q04695,UCHL1,KRT17
A0A024R880,P17542,CDK9,TAL1
P04637,P09936,TP53,UCHL1
A0A024QZU0,Q15628,RIPK1,TRADD
O43318,Q9C035,MAP3K7,TRIM5
Q13595,Q5SSJ5,TRA2A,HP1BP3
P62195,Q9C035,PSMC5,TRIM5
O75604,Q9C035,USP2,TRIM5
Q9C035,Q9Y4E8,TRIM5,USP15
O95837,Q6NYC1,GNA14,JMJD6
Q14938,Q6NYC1,NFIX,JMJD6
P0CG48,Q9BTX3,UBC,TMEM208
P35269,Q14011,GTF2F1,CIRBP
Q7Z2W4,Q8TEE9,ZC3HAV1,SAP25
Q14011,Q15843,CIRBP,NEDD8
P61086,Q9C035,UBE2K,TRIM5
P43686,Q9C035,PSMC4,TRIM5
O00264,P0CG48,PGRMC1,UBC
O00124,P0CG48,UBXN8,UBC
P06730,Q15056,EIF4E,EIF4H
A0A024R240,P49798,GNAQ,RGS4
P19174,Q9UQC2,PLCG1,GAB2
A0A024R3X4,P43351,HSPD1,RAD52
P43351,Q53HF2,RAD52,HSPA8
P43351,Q06830,RAD52,PRDX1
P43351,P62937,RAD52,PPIA
P43351,Q8N6T3,RAD52,ARFGAP1
O00268,O95402,TAF4,MED26
Q6NYC1,Q6ZNL6,JMJD6,FGD5
P43351,Q9Y3C4,RAD52,TPRKB
A0A024R3Z2,P43351,SUMO1,RAD52
P43351,Q06609,RAD52,RAD51
Q14011,Q99728,CIRBP,BARD1
Q6NYC1,Q6UXX9,JMJD6,RSPO2
Q08211,Q13151,DHX9,HNRNPA0
O43541,Q8N2W9,SMAD6,PIAS4
Q14011,Q9NQC3,CIRBP,RTN4
A4D0W0,O43172,LSM8,PRPF4
P61026,Q9UHY7,RAB10,ENOPH1
P39687,P52294,ANP32A,KPNA1
P05067,Q14011,APP,CIRBP
Q6ZNE5,Q96F24,ATG14,NRBF2
P18669,Q546Y9,PGAM1,AID
Q6NYC1,Q9UK58,JMJD6,CCNL1
Q6NYC1,Q8IZU1,JMJD6,FAM9A
Q52MB2,Q96HA8,CCDC184,WDYHV1
A0A024RD88,P17948,KDR,FLT1
A0A024R4R3,Q14011,CNOT3,CIRBP
Q14011,Q6ZW49,CIRBP,PAXIP1
Q5SSJ5,Q6ZW49,HP1BP3,PAXIP1
P82650,Q99728,MRPS22,BARD1
Q9BRR3,Q9NY97,TMEM246,B3GNT2
P12270,Q14011,TPR,CIRBP
O15160,Q14011,POLR1C,CIRBP
J3KN16,O43396,ECPAS,TXNL1
P0CG48,Q15628,UBC,TRADD
O43172,P46783,PRPF4,RPS10
P52294,Q92688,KPNA1,ANP32B
P0CG48,Q96CS7,UBC,PLEKHB2
P08133,P20023,ANXA6,CR2
P18669,Q96NS5,PGAM1,ASB16
P19174,Q9UQQ2,PLCG1,SH2B3
P34931,P35558,HSPA1L,PCK1
O15033,P0CG48,AREL1,UBC
P55212,Q92851,CASP6,CASP10
P06730,P56537,EIF4E,EIF6
P16403,Q14974,HIST1H1C,KPNB1
B7Z508,P08069,SLC23A3,IGF1R
P07900,P08069,HSP90AA1,IGF1R
P05067,P08069,APP,IGF1R
A0A024RE22,P08069,KCNIP3,IGF1R
P08069,Q99623,IGF1R,PHB2
P08069,P62913,IGF1R,RPL11
P04746,P08069,AMY2A,IGF1R
P46821,P78406,MAP1B,RAE1
C6KYL4,P08069,FFAR2,IGF1R
P08069,Q9NRD1,IGF1R,FBXO6
P08069,Q13429,IGF1R,IGF1
P08069,P29353,IGF1R,SHC1
J3KNB4,P08069,CAMP,IGF1R
P08069,P46934,IGF1R,NEDD4
P08069,Q00987,IGF1R,MDM2
P08069,P61981,IGF1R,YWHAG
P08069,P49407,IGF1R,ARRB1
O43396,P48556,TXNL1,PSMD8
A0A024QZ26,P52294,HDAC6,KPNA1
P54274,Q9BWD1,TERF1,ACAT2
A0A024R475,P35573,CUL3,AGL
A0A024R280,Q9BWD1,PSAT1,ACAT2
A0A024R498,P35573,SERPINE2,AGL
P35573,P54687,AGL,BCAT1
P23497,P35573,SP100,AGL
B9EKV4,Q9BWD1,ALDH9A1,ACAT2
P07954,Q9BWD1,FH,ACAT2
Q53G92,Q9BWD1,TUBB3,ACAT2
O00264,Q86Y56,PGRMC1,DNAAF5
Q00005,Q96E09,PPP2R2B,FAM122A
Q00005,Q9NUC0,PPP2R2B,SERTAD4
P52737,Q00005,ZNF136,PPP2R2B
Q00005,Q8WWM7,PPP2R2B,ATXN2L
P18669,Q15843,PGAM1,NEDD8
P18669,P54105,PGAM1,CLNS1A
A0A024RC37,O75815,P15RS,BCAR3
O43242,O43396,PSMD3,TXNL1
O95835,Q96C92,LATS1,SDCCAG3
O95835,Q16635,LATS1,TAZ
P01106,Q6NZ67,MYC,MZT2B
P16403,Q53T99,HIST1H1C,WDR12
O75251,P19404,NDUFS7,NDUFV2
P19404,P49821,NDUFV2,NDUFV1
O95168,P19404,NDUFB4,NDUFV2
P19404,P56181,NDUFV2,NDUFV3
P19404,P31930,NDUFV2,UQCRC1
P19404,Q9Y639,NDUFV2,NPTN
P19404,Q6IQ50,NDUFV2,NOTCH2
P19404,Q59GL1,NDUFV2,SYNCRIP
P19404,Q6MZF9,NDUFV2,DKFZp686J11229
P19404,P31040,NDUFV2,SDHA
P19404,Q9UHG3,NDUFV2,PCYOX1
O15247,P0CG48,CLIC2,UBC
P28749,Q16659,RBL1,MAPK6
P08133,Q13126,ANXA6,MTAP
P35573,Q13617,AGL,CUL2
Q14204,Q8NG06,DYNC1H1,TRIM58
Q13617,Q14011,CUL2,CIRBP
P55212,Q16659,CASP6,MAPK6
O43172,Q6P2Q9,PRPF4,PRPF8
P36543,Q17R98,ATP6V1E1,ZNF827
P0CG48,P19404,UBC,NDUFV2
P35226,Q14011,BMI1,CIRBP
P0CG48,Q8WU10,UBC,PYROXD1
P35573,Q8WXK1,AGL,ASB15
P20823,Q9UBS8,HNF1A,RNF14
O43765,Q9BT88,SGTA,SYT11
P01106,P82650,MYC,MRPS22
P0CG48,Q9BT88,UBC,SYT11
P0CG48,P19174,UBC,PLCG1
P52294,P61956,KPNA1,SUMO2
P01106,Q14204,MYC,DYNC1H1
P52294,Q643R0,KPNA1,HCTP4
Q01844,Q9C035,EWSR1,TRIM5
P19174,Q9UGP4,PLCG1,LIMD1
P0CG48,Q02952,UBC,AKAP12
A0A024R2W3,Q14011,PRKAR2A,CIRBP
P41219,Q00005,PRPH,PPP2R2B
