#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
722875	120892	1270128	125700	1936241	-	AgaP_AGAP006958	LRRK2	HSP83_ANOGA	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AgaP_ENSANGG00000019304|ENSANGG00000019304	Affinity Capture-MS	physical	Gillardon F (2009)	19559761	9606	180454	Low Throughput	-	-	-	"figure 1, table 1."	-	BIOGRID
722876	120892	32045	125700	58460	-	Dmel_CG12101	LRRK2	Hsp60	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	12|BP5|CG12101|Cpn60|DmelCG12101|Dmhsp60|G62|HSP60A|IEF16|Mmp-P1|SSP 7506|d-hsp60|l(1)10Ac|l(1)BP5|l(1)G8|l(1)HM21|l(1)L12|l(1)dp025	Affinity Capture-MS	physical	Gillardon F (2009)	19559761	9606	7227	Low Throughput	-	-	-	"figure 1, table 1."	-	BIOGRID
722877	120892	43736	125700	68577	-	Dmel_CG1873	LRRK2	Ef1alpha100E	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CG1873|DmelCG1873|EF-1|EF-1alpha|EF-1alpha F2|EF1-a 100E|EF1-alpha|EF1alpha|EF1alpha100|Ef1 alpha100E|Ef1a-100E|Ef1a48|Ef1alpha2|Efla2|F2|eEF1alpha	Affinity Capture-MS	physical	Gillardon F (2009)	19559761	9606	7227	Low Throughput	-	-	-	"figure 1, table 1."	-	BIOGRID
722878	120892	31521	125700	58020	-	Dmel_CG4027	LRRK2	Act5C	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	A|A4V404_DROME|ACT|ACT1_DROME|Ac5C|Act-5C|Act5|Actin|Actin/BAP47|Actin5C|BAP47|CG4027|DmelCG4027|M32055|T11|act 5C|anon-EST:fe2D2|beta-actin|beta-actin/Bap47|chrX:5748184..5748304|cyt5C|l(1)G0009|l(1)G0010|l(1)G0025|l(1)G0079|l(1)G0117|l(1)G0177|l(1)G0245|l(1)G0330|l(1)G0420|l(1)G0486	Affinity Capture-MS	physical	Gillardon F (2009)	19559761	9606	7227	Low Throughput	-	-	-	"figure 1, table 1."	-	BIOGRID
722879	1915	120892	108237	125700	RP11-505P4.2	-	EEF1A1	LRRK2	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Gillardon F (2009)	19559761	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
722880	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Gillardon F (2009)	19559761	9606	9606	Low Throughput	-	Phosphorylation	-	figure 3.	-	BIOGRID
722881	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Gillardon F (2009)	19545277	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
722882	120892	1270128	125700	1936241	-	AgaP_AGAP006958	LRRK2	HSP83_ANOGA	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AgaP_ENSANGG00000019304|ENSANGG00000019304	Affinity Capture-MS	physical	Gillardon F (2009)	19545277	9606	180454	Low Throughput	-	-	-	table 1.	-	BIOGRID
722883	120892	32045	125700	58460	-	Dmel_CG12101	LRRK2	Hsp60	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	12|BP5|CG12101|Cpn60|DmelCG12101|Dmhsp60|G62|HSP60A|IEF16|Mmp-P1|SSP 7506|d-hsp60|l(1)10Ac|l(1)BP5|l(1)G8|l(1)HM21|l(1)L12|l(1)dp025	Affinity Capture-MS	physical	Gillardon F (2009)	19545277	9606	7227	Low Throughput	-	-	-	table 1.	-	BIOGRID
722884	120892	37238	125700	62900	-	Dmel_CG9277	LRRK2	betaTub56D	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	1t|A1ZBL0_DROME|B1t|BETA 56D|CG9277|DTB2|Dmbeta1|DmelCG9277|T|TBB1_DROME|Tub|Tubulin|beta|beta-Tub|beta-Tub56D|beta-tubulin56D|beta1|beta1-Tubulin|beta1-tub|beta1Tub|beta1t|beta56D|betaTub|betaTub1|beta[[1]] tubulin|beta[[1]]-tubulin|betatub(56D)	Affinity Capture-MS	physical	Gillardon F (2009)	19545277	9606	7227	Low Throughput	-	-	-	table 1.	-	BIOGRID
722886	203068	120892	128444	125700	DAAP-285E11.4	-	TUBB	LRRK2	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Gillardon F (2009)	19545277	9606	9606	Low Throughput	-	-	-	figure 3.	-	BIOGRID
722887	120892	533307	125700	189906	-	BOS_24028	LRRK2	TUBB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	TUBB2A	Affinity Capture-Western	physical	Gillardon F (2009)	19545277	9606	9913	Low Throughput	-	-	-	figure 2.	-	BIOGRID
722890	120892	227613	125700	230642	-	RP23-132N23.7	LRRK2	Tubb4b	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	4930542G03Rik|Tubb2c|Tubb2c1	Biochemical Activity	physical	Gillardon F (2009)	19545277	9606	10090	Low Throughput	-	Phosphorylation	-	figure S4.	-	BIOGRID
722891	120892	5591	125700	111577	-	-	LRRK2	PRKDC	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722892	120892	1778	125700	108117	-	-	LRRK2	DYNC1H1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DHC1|DHC1a|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|SMALED1|p22	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722893	120892	3320	125700	109552	-	-	LRRK2	HSP90AA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722894	120892	3161	125700	109404	-	-	LRRK2	HMMR	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CD168|IHABP|RHAMM	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722895	120892	3308	125700	109540	-	-	LRRK2	HSPA4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722896	120892	3312	125700	109544	-	-	LRRK2	HSPA8	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722897	120892	7431	125700	113272	-	RP11-124N14.1	LRRK2	VIM	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CTRCT30|HEL113	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722898	120892	3301	125700	109534	-	RP11-54K16.1	LRRK2	DNAJA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	DJ-2|DjA1|HDJ2|HSDJ|HSJ2|HSPF4|NEDD7|hDJ-2	Affinity Capture-MS	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 2.	-	BIOGRID
722899	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	Phosphorylation	-	figure 5.	-	BIOGRID
722900	120892	4155	125700	110325	-	-	LRRK2	MBP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Biochemical Activity	physical	Sen S (2009)	19826009	9606	9606	Low Throughput	-	Phosphorylation	-	figure 5.	-	BIOGRID
723082	120892	4155	125700	110325	-	-	LRRK2	MBP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Biochemical Activity	physical	Guo L (2007)	17706965	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.|figure 4. kinase activity is stimulated by GTP binding.	-	BIOGRID
723084	8874	120892	114393	125700	RP11-494P5.1	-	ARHGEF7	LRRK2	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723085	998	120892	107433	125700	RP1-224A6.5	-	CDC42	LRRK2	CDC42Hs|G25K	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723086	8874	120892	114393	125700	RP11-494P5.1	-	ARHGEF7	LRRK2	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Co-localization	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723087	998	120892	107433	125700	RP1-224A6.5	-	CDC42	LRRK2	CDC42Hs|G25K	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Co-localization	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723091	120892	8874	125700	114393	-	RP11-494P5.1	LRRK2	ARHGEF7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Biochemical Activity	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	Phosphorylation	-	figure 8.	-	BIOGRID
723092	120892	998	125700	107433	-	RP1-224A6.5	LRRK2	CDC42	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CDC42Hs|G25K	Biochemical Activity	physical	Haebig K (2010)	21048939	9606	9606	Low Throughput	-	Phosphorylation	-	figure 8.	-	BIOGRID
723103	120892	345651	125700	131362	-	-	LRRK2	ACTBL2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ACT	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723104	120892	60	125700	106575	-	-	LRRK2	ACTB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BRWS1|PS1TP5BP1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723105	120892	71	125700	106586	-	-	LRRK2	ACTG1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723106	120892	59	125700	106574	-	GIG46	LRRK2	ACTA2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AAT6|ACTSA|MYMY5	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723107	120892	72	125700	106587	-	-	LRRK2	ACTG2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ACT|ACTA3|ACTE|ACTL3|ACTSG|VSCM	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723108	120892	10097	125700	115404	-	-	LRRK2	ACTR2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARP2	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723109	120892	10096	125700	115403	-	-	LRRK2	ACTR3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARP3	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723110	120892	10095	125700	115402	-	-	LRRK2	ARPC1B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARC41|p40-ARC|p41-ARC	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723111	120892	10109	125700	115415	-	PRO2446	LRRK2	ARPC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARC34|PNAS-139|p34-Arc	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723112	120892	10093	125700	115400	-	-	LRRK2	ARPC4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARC20|P20-ARC	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723113	120892	10092	125700	115399	-	RP1-127C7.3	LRRK2	ARPC5	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARC16|dJ127C7.3|p16-Arc	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723114	120892	829	125700	107279	-	-	LRRK2	CAPZA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAPPA1|CAPZ|CAZ1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723115	120892	830	125700	107280	-	-	LRRK2	CAPZA2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAPPA2|CAPZ	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723116	120892	832	125700	107282	-	RP4-657E11.7	LRRK2	CAPZB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAPB|CAPPB|CAPZ	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723117	120892	29766	125700	118899	-	-	LRRK2	TMOD3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	UTMOD	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723118	120892	7168	125700	113021	-	-	LRRK2	TPM1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C15orf13|CMD1Y|CMH3|HTM-alpha|LVNC9|TMSA	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723119	120892	7170	125700	113023	-	RP11-205M9.1	LRRK2	TPM3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723120	120892	7169	125700	113022	-	RP11-112J3.4	LRRK2	TPM2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AMCD1|DA1|DA2B|HEL-S-273|NEM4|TMSB	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723121	120892	51474	125700	119559	-	PP624	LRRK2	LIMA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EPLIN|SREBP3	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723122	120892	1627	125700	107995	-	-	LRRK2	DBN1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	D0S117E	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723123	120892	26064	125700	117526	-	-	LRRK2	RAI14	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NORPEG|RAI13	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723124	120892	5339	125700	111355	-	-	LRRK2	PLEC	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EBS1|EBSO|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723125	120892	4430	125700	110567	-	-	LRRK2	MYO1B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	myr1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723126	120892	4641	125700	110725	-	-	LRRK2	MYO1C	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MMI-beta|MMIb|NMI|myr2	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723127	120892	4642	125700	110726	-	-	LRRK2	MYO1D	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PPP1R108|myr4	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723128	120892	4542	125700	110638	-	-	LRRK2	MYO1F	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723129	120892	103910	125700	125182	-	-	LRRK2	MYL12B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MLC-B|MRLC2	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723130	120892	10398	125700	115670	-	RP5-977B1.9	LRRK2	MYL9	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	LC20|MLC-2C|MLC2|MRLC1|MYRL2	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723131	120892	4637	125700	110721	-	-	LRRK2	MYL6	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ESMLC|LC17|LC17-GI|LC17-NM|LC17A|LC17B|MLC-3|MLC1SM|MLC3NM|MLC3SM	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723132	120892	4659	125700	110742	-	-	LRRK2	PPP1R12A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	M130|MBS|MYPT1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723133	120892	23164	125700	116776	-	-	LRRK2	MPRIP	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	M-RIP|MRIP|RHOIP3|RIP3|p116Rip	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723134	120892	801	125700	107252	-	-	LRRK2	CALM1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CALML2|CAMI|CPVT4|DD132|PHKD|caM	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723135	120892	805	125700	107256	-	-	LRRK2	CALM2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	CAMII|PHKD|PHKD2	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723136	120892	808	125700	107259	-	-	LRRK2	CALM3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HEL-S-72|PHKD|PHKD3	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723137	120892	2771	125700	109033	-	-	LRRK2	GNAI2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723138	120892	2768	125700	109030	-	-	LRRK2	GNA12	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	NNX3|RMP|gep	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723139	120892	10672	125700	115914	-	-	LRRK2	GNA13	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	G13	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723140	120892	25874	125700	117389	-	RP1-295C6.1	LRRK2	MPC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BRP44	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723141	120892	10632	125700	115876	-	-	LRRK2	ATP5L	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ATP5JG	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723142	120892	79180	125700	122597	-	RP3-467K16.3	LRRK2	EFHD2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SWS1	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723143	120892	8350	125700	113946	-	-	LRRK2	HIST1H3A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	H3/A|H3FA	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723145	120892	3020	125700	109272	-	RP11-396C23.1	LRRK2	H3F3A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	H3.3A|H3F3	Affinity Capture-MS	physical	Meixner A (2011)	20876399	9606	9606	High Throughput	-	-	-	table 1.	-	BIOGRID
723148	120892	7168	125700	113021	-	-	LRRK2	TPM1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	C15orf13|CMD1Y|CMH3|HTM-alpha|LVNC9|TMSA	Affinity Capture-Western	physical	Meixner A (2011)	20876399	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723149	120892	10096	125700	115403	-	-	LRRK2	ACTR3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	ARP3	Affinity Capture-Western	physical	Meixner A (2011)	20876399	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723150	120892	4642	125700	110726	-	-	LRRK2	MYO1D	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PPP1R108|myr4	Affinity Capture-Western	physical	Meixner A (2011)	20876399	9606	9606	Low Throughput	-	-	-	figure 2.	-	BIOGRID
723151	120892	60	125700	106575	-	-	LRRK2	ACTB	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BRWS1|PS1TP5BP1	Reconstituted Complex	physical	Meixner A (2011)	20876399	9606	9606	Low Throughput	-	-	-	figure 4.	-	BIOGRID
723202	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Two-hybrid	physical	Greggio E (2008)	18397888	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723203	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Greggio E (2008)	18397888	9606	9606	Low Throughput	-	-	-	figure 1.	-	BIOGRID
723204	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Greggio E (2008)	18397888	9606	9606	Low Throughput	-	Phosphorylation	-	figure 2.	-	BIOGRID
723205	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Gloeckner CJ (2009)	19302196	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723206	120892	5606	125700	111592	-	-	LRRK2	MAP2K3	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2	Biochemical Activity	physical	Gloeckner CJ (2009)	19302196	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723207	120892	5608	125700	111594	-	-	LRRK2	MAP2K6	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	Biochemical Activity	physical	Gloeckner CJ (2009)	19302196	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723208	120892	6416	125700	112315	-	-	LRRK2	MAP2K4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1|SKK1	Biochemical Activity	physical	Gloeckner CJ (2009)	19302196	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723209	120892	5609	125700	111595	-	-	LRRK2	MAP2K7	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	Biochemical Activity	physical	Gloeckner CJ (2009)	19302196	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723214	120892	120892	125700	125700	-	-	LRRK2	LRRK2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Rudenko IN (2012)	22612223	9606	9606	Low Throughput	-	Phosphorylation	-	figure 1.	-	BIOGRID
723215	120892	3320	125700	109552	-	-	LRRK2	HSP90AA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Rudenko IN (2012)	22612223	9606	9606	Low Throughput	-	-	-	exogenous expression of bait|figure 4.	-	BIOGRID
